GeneID	adipose.tissue	adrenal.gland	appendix	urinary.bladder	bone.marrow	colon	duodenum	endometrium	esophagus	fallopian.tube	gall.bladder	heart	kidney	liver	lung	lymph.node	ovary	pancreas	placenta	prostate	rectum	salivary.gland	small.intestine	smooth.muscle	spleen	stomach	testis	thyroid	tonsil
ENSG00000000003	10	10	3	26	0	24	12	15	19	37	15	2	18	23	7	2	30	5	10	14	24	27	8	6	5	9	20	14	5
ENSG00000000419	26	44	30	35	31	32	26	33	29	27	30	26	22	17	23	39	27	11	33	30	30	17	29	25	29	24	38	36	39
ENSG00000000457	2	3	4	4	1	4	3	4	3	4	4	1	3	2	3	5	4	1	3	4	5	2	3	3	4	3	4	4	4
ENSG00000000460	0.7	0.8	2	1	2	1	1	2	1	1	1	0	0.5	0.6	0.8	2	1	0	2	1	2	0	1	1	1	0.8	5	0.9	4
ENSG00000000938	6	3	51	9	106	2	3	4	4	4	10	0.9	1	2	22	19	0.9	1	5	2	2	1	4	6	53	2	1	2	13
ENSG00000000971	24	20	18	48	0	21	12	6	25	6	58	19	8	253	18	9	49	2	6	6	33	9	19	9	5	22	6	9	7
ENSG00000001036	15	22	17	20	11	23	22	20	7	17	19	10	24	11	17	9	18	6	27	14	33	6	22	16	14	20	9	20	11
ENSG00000001084	8	7	6	15	9	8	14	8	12	27	10	3	9	28	3	7	3	2	3	9	10	4	10	5	14	10	5	12	8
ENSG00000001167	7	7	12	12	16	10	7	16	8	11	12	4	7	5	10	17	17	3	10	12	12	5	8	10	11	10	35	16	17
ENSG00000001460	1	1	0.9	1	0	2	1	1	1	6	1	0.7	1	0	2	0.7	2	0	0.5	2	2	0.7	1	1	0.7	1	10	2	1
ENSG00000001461	3	4	4	6	2	8	5	3	5	9	5	4	6	0.5	8	6	4	2	2	23	7	5	6	5	4	7	3	16	6
ENSG00000001497	7	8	9	6	10	6	5	15	6	12	6	3	6	3	7	11	16	2	8	9	7	6	6	7	10	6	18	7	12
ENSG00000001561	13	15	9	8	26	13	11	5	5	12	8	9	17	4	20	8	2	4	3	17	13	13	10	5	14	11	9	13	6
ENSG00000001617	6	2	4	13	0.9	4	6	3	25	11	5	3	6	0.7	13	1	0.6	0.9	19	11	3	6	7	5	17	7	1	9	5
ENSG00000001626	0	0	2	0.8	0	29	22	0.6	0	1	32	0	0.5	0.5	5	0	0	36	0	1	29	6	8	0	0	2	0.6	0	0
ENSG00000001629	9	11	11	15	4	11	10	13	11	11	13	6	21	4	10	12	11	3	10	9	11	9	11	11	12	10	21	16	11
ENSG00000001630	0	2	0.5	0.5	0.6	0.9	3	0.6	0.8	0.6	0.6	0	0.8	0.8	2	0	0.7	0.6	0.7	1	0.5	0	1	0	0.7	3	5	0.7	0
ENSG00000002330	6	3	2	2	3	7	4	3	1	5	2	3	7	2	3	2	2	2	4	7	1	7	5	2	4	8	5	2	1
ENSG00000002549	34	25	61	35	19	28	34	20	20	24	39	19	42	41	48	51	12	4	34	19	28	15	28	28	45	23	27	22	47
ENSG00000002586	46	15	25	33	11	29	25	40	34	35	51	23	8	17	29	27	45	12	33	51	28	12	33	36	33	23	38	12	25
ENSG00000002587	0	1	1	4	0	1	0.8	2	2	1	8	0	0.7	0	0.7	0.9	17	0	0.5	0.8	0.9	0.7	0.8	0.8	1	2	0.9	0	1
ENSG00000002726	0	0	6	0.6	0.5	95	98	0	0	0	0.6	0	107	0	0	0.7	0	0	200	0.6	51	0	111	1	0	17	2	0	2
ENSG00000002746	0	0	0	0	0	0	0	0	0	0	0.5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0
ENSG00000002822	2	2	3	2	3	2	2	2	1	2	1	1	2	1	3	4	2	0.5	2	2	1	1	1	2	5	2	5	1	3
ENSG00000002834	34	12	37	29	41	39	53	20	15	26	30	8	21	15	33	38	23	6	31	11	47	11	71	24	35	42	8	13	39
ENSG00000002919	7	6	10	7	8	7	4	5	7	6	6	3	6	3	7	11	4	2	6	5	7	4	5	9	11	5	7	11	16
ENSG00000002933	7	6	31	16	0.5	26	26	3	3	8	23	5	59	79	8	14	16	1	13	2	35	2	48	4	10	11	2	0.7	14
ENSG00000003056	18	21	41	32	18	25	16	25	18	26	25	17	23	11	27	39	19	6	24	18	25	17	18	25	40	22	24	32	36
ENSG00000003096	0.8	4	1	3	0	2	1	15	2	6	3	2	5	1	0	0	3	0.6	0.5	2	2	0.6	2	16	0.6	0.5	2	0	0
ENSG00000003147	5	4	3	7	7	7	6	4	4	7	6	9	4	0.7	5	4	0.5	5	3	8	10	9	6	2	4	13	15	5	4
ENSG00000003249	0	2	0.6	0.6	0	0.5	0.5	0	5	1	2	0.7	2	0	1	2	1	1	0	2	0.5	3	0	0	0.6	2	0	0.9	2
ENSG00000003393	3	3	3	4	2	3	4	5	2	5	4	7	5	5	4	2	4	0.9	4	4	3	1	5	4	3	4	4	4	2
ENSG00000003400	4	1	5	6	8	8	12	2	4	4	5	1	2	2	7	5	0.6	0.6	5	1	8	1	8	3	12	6	0.5	3	5
ENSG00000003402	15	9	16	9	13	8	8	11	7	8	11	11	10	4	16	14	5	2	9	9	9	6	9	9	15	8	4	11	10
ENSG00000003436	9	3	4	10	0.5	4	10	6	5	8	12	3	9	32	20	5	5	0.6	23	2	5	0.9	8	5	4	2	1	2	3
ENSG00000003509	4	8	7	5	4	4	5	7	3	4	6	6	5	2	5	8	4	0.8	4	5	5	2	5	6	5	4	24	4	7
ENSG00000003756	11	12	18	13	18	9	12	33	9	21	16	7	6	3	14	24	29	4	14	21	16	10	13	15	22	12	18	15	18
ENSG00000003987	0	1	0.5	0	0.8	0	0	0.5	0	0.5	0	0	0.5	0	0	0	1	0	0.6	0	0.5	0	0.5	0	0	0	1	2	0
ENSG00000003989	13	9	4	7	0	5	2	15	10	52	13	6	6	113	6	4	44	23	13	16	4	2	2	5	3	5	19	43	3
ENSG00000004059	22	25	35	40	42	29	35	29	55	43	33	24	24	12	34	39	27	21	34	36	23	19	37	27	35	40	29	27	29
ENSG00000004139	0	1	1	0.7	0	0.7	3	1	0	2	0.7	0	0.7	0	1	0.9	0.7	0.5	0.6	1	1	1	1	1	2	0.9	0.5	1	0.6
ENSG00000004142	37	77	39	39	33	37	43	33	44	46	31	59	63	43	30	34	35	21	27	40	52	37	35	50	33	39	59	42	49
ENSG00000004399	27	9	19	16	10	6	4	15	7	15	18	10	7	3	33	15	4	2	50	6	5	3	5	15	22	6	8	9	7
ENSG00000004455	18	15	20	16	15	24	27	19	14	20	13	9	32	16	17	22	16	4	15	16	28	11	30	17	17	18	12	24	31
ENSG00000004468	2	0.8	12	5	8	3	3	0.5	0.8	2	2	0.6	0.5	1	5	20	0	0	0	12	3	0.9	4	0.5	15	2	0.5	1	14
ENSG00000004478	7	17	13	16	10	20	10	16	24	27	13	8	23	11	11	9	19	7	24	25	21	17	12	18	8	14	36	25	18
ENSG00000004487	8	14	13	16	17	14	13	23	12	21	13	8	10	4	12	19	21	4	15	18	19	9	14	17	13	12	53	15	21
ENSG00000004534	18	25	32	20	12	13	29	49	13	23	19	10	12	6	20	43	32	6	14	23	25	14	27	24	39	16	26	20	27
ENSG00000004660	2	4	3	3	1	1	1	5	1	2	2	2	0.7	0	2	1	3	1	1	2	1	8	2	3	3	0.9	4	4	0.7
ENSG00000004700	12	10	19	17	7	7	6	14	9	8	12	8	6	3	11	20	7	1	10	9	10	4	7	16	16	6	6	8	19
ENSG00000004766	3	4	3	4	2	4	3	4	3	3	3	2	4	1	3	4	4	0.8	3	3	5	2	3	4	4	3	4	4	4
ENSG00000004776	109	35	7	33	0	6	5	18	22	26	27	100	2	1	7	1	35	2	11	24	4	3	6	51	1	3	8	1	0
ENSG00000004779	22	23	17	12	13	31	29	11	10	17	10	52	31	17	11	15	9	5	14	17	24	13	26	13	14	25	15	11	16
ENSG00000004799	167	212	33	30	1	47	56	30	142	94	81	18	37	48	27	14	269	136	48	16	19	8	128	41	73	38	10	47	8
ENSG00000004838	0	0	0	0	0.6	0	0	0.5	0	31	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	72	0.5	0
ENSG00000004846	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004848	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	2	3	0	0
ENSG00000004864	6	12	10	9	6	13	13	8	7	10	10	3	22	42	6	6	7	2	12	7	14	3	11	7	8	12	7	11	8
ENSG00000004866	3	6	2	4	4	2	3	4	3	6	4	3	5	5	7	2	5	2	6	4	3	4	3	4	3	4	3	7	3
ENSG00000004897	14	12	15	14	13	10	9	15	12	11	14	9	9	7	12	14	11	3	14	10	11	6	9	15	12	9	16	25	16
ENSG00000004939	0	0	0	0	204	0	0	0	0	0	0	0	32	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ENSG00000004961	8	11	9	12	8	15	16	6	10	8	9	19	12	8	8	10	5	2	9	7	15	6	13	7	11	9	9	8	12
ENSG00000004975	4	6	5	6	5	4	6	10	7	10	6	4	4	0.8	7	8	15	2	8	10	4	4	5	8	8	5	9	7	6
ENSG00000005007	10	12	14	11	14	12	12	12	9	13	12	7	13	5	12	16	14	8	16	16	6	16	11	8	20	12	24	14	10
ENSG00000005020	19	17	25	23	10	19	11	4	10	10	11	2	16	4	20	22	13	1	5	7	15	2	15	5	27	10	11	5	24
ENSG00000005022	90	97	150	146	145	337	509	76	181	82	83	93	289	125	102	167	58	132	128	70	353	127	421	111	114	204	52	91	253
ENSG00000005059	5	1	15	6	5	4	2	7	4	3	6	2	0.7	0.5	4	24	4	0	5	1	5	1	4	5	10	4	2	0.9	18
ENSG00000005073	0	0	0.7	4	0	3	0	52	0	0	0	0	2	0	0	0	0	0	7	7	3	0	0	38	0	0	0.5	0	0
ENSG00000005100	3	4	6	5	3	4	4	6	5	6	5	3	4	3	4	6	5	2	5	5	5	3	4	6	5	4	6	5	6
ENSG00000005102	8	0	4	8	0	2	0.8	3	2	3	4	11	0	0	0.7	5	0	0	0	1	2	0.8	0.8	6	9	0.7	1	0.5	4
ENSG00000005108	1	0.7	0.9	2	0	0.9	0	4	0.6	2	3	0	7	0.5	1	0	3	0	4	3	0.7	0	0	2	0.9	0	1	2	0
ENSG00000005156	1	2	3	2	4	2	2	4	3	4	2	1	2	0.7	2	2	4	0.9	3	4	3	3	2	3	3	2	7	4	3
ENSG00000005175	4	7	11	8	5	7	7	8	6	8	8	5	6	4	5	13	12	1	6	7	7	3	6	8	9	6	9	7	15
ENSG00000005187	0	1	0.9	1	3	5	1	6	0	10	3	2	11	18	2	0.7	55	5	0.6	7	5	0.8	2	0.9	0.8	3	7	0	0.9
ENSG00000005189	1	0.8	0.9	1	4	1	1	1	1	3	0.9	1	0.5	0.6	0.7	1	0.6	0	0.8	4	2	0	2	1	0.6	2	229	0.5	2
ENSG00000005194	7	11	11	10	9	11	11	7	10	10	9	11	11	5	9	12	5	2	13	8	13	6	9	12	9	10	39	9	18
ENSG00000005206	4	3	6	3	9	6	13	3	2	5	4	2	4	1	4	8	3	3	5	6	4	5	13	2	11	14	12	3	3
ENSG00000005243	24	8	5	8	0	4	2	9	4	7	10	11	6	8	5	1	3	3	9	12	5	5	3	18	4	2	8	9	3
ENSG00000005302	4	3	16	7	9	4	4	4	4	4	6	2	2	1	6	22	3	0.8	4	4	5	2	5	4	14	5	6	4	12
ENSG00000005339	7	5	9	7	18	6	6	11	6	10	7	4	6	3	8	9	15	3	7	7	5	6	6	8	12	7	15	9	6
ENSG00000005381	0	0	0	0	2623	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	26	0	0	1	0	0	0	0
ENSG00000005421	0	2	0	0	0	0	0	0	0	0	1	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005436	4	5	5	5	2	4	3	9	4	6	4	3	5	5	4	5	6	1	5	6	4	3	3	6	4	4	6	8	5
ENSG00000005448	2	3	3	3	2	2	2	4	1	22	3	1	3	0	4	6	5	0.8	3	3	2	1	2	3	6	3	14	2	4
ENSG00000005469	3	6	4	21	1	8	19	5	9	8	9	2	8	7	4	4	6	1	8	14	7	2	11	5	3	4	2	23	5
ENSG00000005471	0	3	1	0.8	0	0	0	0	0	0	0.5	2	0	35	0	3	0	0	0	0	0.6	0	0.5	0	3	0	0.5	0	2
ENSG00000005483	12	10	19	17	23	18	13	26	13	16	17	7	11	5	16	22	27	4	12	15	19	10	12	16	20	18	13	16	20
ENSG00000005486	18	68	18	19	12	13	24	16	15	36	22	11	26	10	42	14	18	9	18	31	13	18	20	13	19	28	42	49	10
ENSG00000005513	0	0.6	1	0	0	0	0	0	0	0	0.7	0.6	0	0	0	1	0	0	0.6	0.5	0.5	7	0	0	1	0.9	2	0	2
ENSG00000005810	10	6	11	9	10	6	3	7	9	6	7	4	6	3	6	17	15	2	5	7	6	4	4	6	12	4	9	7	16
ENSG00000005812	13	11	11	14	21	11	9	17	14	14	13	6	13	6	13	15	20	3	12	13	11	6	10	12	12	8	15	21	13
ENSG00000005844	2	1	33	9	22	3	5	2	2	3	7	0.5	0.9	3	18	52	2	0	2	2	6	2	8	2	49	6	0.8	1	36
ENSG00000005882	12	10	2	5	1	6	7	6	4	8	4	15	17	4	4	2	11	3	4	5	5	4	8	4	4	5	4	6	2
ENSG00000005884	2	9	6	18	0	11	14	5	6	16	12	3	11	0	38	2	6	2	15	8	7	3	14	7	5	13	1	16	3
ENSG00000005889	6	5	8	5	10	5	4	13	5	9	5	4	6	4	6	10	12	2	7	9	4	3	4	11	9	5	4	9	5
ENSG00000005893	29	36	33	38	36	30	34	37	47	41	67	17	55	52	38	27	38	11	42	63	29	47	30	35	32	38	22	51	30
ENSG00000005961	0	0	0	0	5	0	0	0.5	0	0.9	0.7	0	0	0	0.9	0	0.6	0	0.6	0	0	0	0	0	1	0	2	1	0
ENSG00000006007	12	13	14	20	13	28	18	14	15	13	14	19	15	6	18	8	8	4	13	20	28	14	17	17	9	14	12	17	12
ENSG00000006016	2	2	0.6	1	0	0.5	0	0	2	0	0.6	2	0.5	0	1	0.5	0	0.5	4	0	0	0.8	0	1	0	0	0.6	0	0
ENSG00000006025	1	2	4	3	4	6	17	4	1	4	4	2	2	0	4	6	4	2	2	5	6	3	13	2	8	31	0.6	3	3
ENSG00000006042	3	9	3	13	0	20	20	31	6	30	25	5	7	3	16	2	49	6	8	22	21	7	25	15	5	22	7	11	2
ENSG00000006071	0	3	0	0	0	0	0.7	0.6	0	0	0	0	0	0	0	0	0	3	0	0.7	0	0	0	0	0	1	0	2	0
ENSG00000006116	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006118	0.6	2	3	1	0	0.7	0.7	3	0.8	0.6	2	0.7	0.8	0	2	0.5	2	0	8	2	0	5	0.5	1	1	3	2	0.5	2
ENSG00000006125	24	30	27	31	19	45	22	36	18	40	35	25	38	11	35	25	43	7	36	28	58	14	22	36	31	32	84	48	35
ENSG00000006194	4	5	5	4	3	4	4	7	3	7	6	2	4	2	5	6	8	2	5	6	4	4	3	6	6	4	6	5	6
ENSG00000006282	8	17	9	11	3	9	12	14	9	16	13	14	9	3	10	9	22	6	9	20	9	10	9	9	17	20	53	26	4
ENSG00000006327	4	5	11	5	5	5	14	13	2	1	21	10	6	12	18	0.6	0.8	14	16	6	2	3	9	14	1	2	1	3	0.8
ENSG00000006451	22	25	18	18	5	26	23	19	37	17	25	8	12	8	40	17	17	3	20	13	24	8	21	16	14	24	11	12	27
ENSG00000006453	1	6	4	7	0	14	16	2	8	9	10	0.6	3	5	8	0.9	0.7	3	7	17	14	6	14	2	0.7	28	7	9	4
ENSG00000006459	6	3	11	7	16	13	10	9	7	4	7	3	4	5	6	11	3	2	8	4	12	4	9	5	7	11	11	4	8
ENSG00000006534	1	5	4	5	9	3	8	0.8	2	10	3	0.8	6	0	20	1	0.6	0.8	5	0.8	2	2	6	1	6	8	1	0.7	0.9
ENSG00000006555	0	0.5	1	2	0	6	8	0.8	17	3	2	0	3	0	1	0.9	0	0.9	0	2	6	3	9	0	0.9	9	0	1	4
ENSG00000006607	2	2	3	3	1	6	5	3	4	3	3	1	2	1	3	3	3	0.9	3	2	6	1	6	3	4	6	7	2	4
ENSG00000006611	0	0	3	0	0	21	39	0	0	1	14	0	23	0	0	0	0	0.5	0	0	22	0	40	0.5	0	16	0	0	0
ENSG00000006634	1	1	4	3	15	3	2	3	2	2	2	0.5	0.9	0.7	1	7	2	0	2	2	4	0.8	2	2	3	2	44	2	7
ENSG00000006652	9	11	9	6	31	6	10	11	6	5	8	4	5	4	7	5	7	15	6	9	7	6	9	7	7	6	11	9	4
ENSG00000006659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
ENSG00000006704	1	3	1	3	0	2	4	4	7	3	3	2	4	0.5	2	0	4	2	2	4	2	4	2	3	0.9	3	3	8	1
ENSG00000006712	20	23	22	19	18	17	16	22	16	24	19	14	21	16	19	21	29	6	17	24	15	13	15	17	25	18	49	22	26
ENSG00000006715	8	9	10	13	3	10	8	13	10	12	17	7	10	5	11	11	13	3	10	11	9	4	8	10	11	9	9	13	10
ENSG00000006740	0.7	1	0.9	0.8	0	7	4	2	0	5	3	1	1	0	7	0.9	2	0.5	5	2	6	2	3	1	0.5	2	2	3	0.9
ENSG00000006744	10	12	10	9	10	9	9	9	9	12	8	10	9	5	8	11	9	3	8	10	10	7	7	10	13	9	14	10	13
ENSG00000006747	0	0	0	0.9	0	7	10	0.5	6	1	1	0	13	0	2	0	0	0	7	1	6	0	15	0	0	8	2	0	1
ENSG00000006756	4	5	5	7	3	10	12	8	5	22	9	2	26	8	11	2	12	5	5	12	9	7	9	6	5	13	3	15	3
ENSG00000006757	4	11	3	3	2	5	6	5	4	14	4	9	16	6	6	4	9	3	3	7	4	5	4	5	3	4	4	15	3
ENSG00000006788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0
ENSG00000007047	3	4	3	4	2	2	2	5	3	4	3	3	3	1	3	3	6	2	4	5	2	3	2	4	4	3	17	3	2
ENSG00000007062	0	0	2	3	1	15	6	3	2	3	21	3	8	0	0.9	0	0	2	11	1	8	16	10	2	0	15	4	1	0
ENSG00000007080	18	11	14	5	15	12	11	7	4	8	5	8	16	5	10	11	8	5	11	15	3	13	12	4	16	16	13	4	5
ENSG00000007168	19	22	22	25	9	23	21	29	24	26	28	21	22	9	29	24	25	6	21	21	24	14	24	29	21	23	44	31	30
ENSG00000007171	0	0	17	6	0	3	10	0	0	0	0	0	0	0	1	0.7	0	0	0	0	8	0	8	0	0	0	0	0	0
ENSG00000007174	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000007202	19	17	19	20	16	21	11	15	19	21	15	9	26	2	18	18	14	4	17	14	20	12	15	20	18	18	20	24	22
ENSG00000007216	0	0	0	0	0	3	83	0	0	0	6	0	30	0	0	0	0	0	0	0	4	22	67	0	0	0	0	0	0
ENSG00000007237	6	6	18	10	15	9	4	10	11	14	11	16	0.8	0.6	9	6	5	0.7	11	3	9	2	6	11	12	4	14	0.9	6
ENSG00000007255	9	8	7	7	21	11	10	8	5	18	6	5	21	7	9	15	7	4	9	17	4	12	11	3	22	15	12	15	8
ENSG00000007264	0	0	2	0.5	3	0.6	2	0	0	2	1	0	0	0	2	3	0	0	0	0	0	0.5	2	0	6	2	1	0	0.7
ENSG00000007312	1	0	34	10	8	1	2	1	0.9	2	4	2	0.5	0	2	98	0	0	1	1	2	2	2	1	55	2	0	0.5	93
ENSG00000007350	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	105	0	0
ENSG00000007372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007384	5	3	4	7	0	4	4	8	7	5	8	6	2	0.7	11	2	10	2	17	14	4	9	4	5	4	4	3	6	2
ENSG00000007392	7	12	11	9	11	6	11	22	6	10	12	4	5	2	12	14	15	3	8	16	9	8	11	8	16	10	13	13	10
ENSG00000007402	0.5	0	0.7	0	0	1	0.7	1	0	0.9	0.6	1	1	0	36	0.7	2	0.9	1	3	2	0.7	1	1	0.9	2	7	1	0.8
ENSG00000007516	0.9	12	0.6	0	0	0.7	3	0.5	0	16	0	0.5	3	0.8	2	1	0	1	2	2	0	2	2	0	2	3	7	0	0
ENSG00000007520	19	13	13	10	10	12	15	12	9	12	9	14	15	4	13	12	13	9	14	15	5	19	13	5	18	15	13	10	7
ENSG00000007541	2	4	2	3	13	2	3	3	2	5	3	2	5	0.5	5	2	3	4	3	5	1	3	2	2	4	4	7	6	1
ENSG00000007545	2	2	2	2	3	2	2	3	2	3	2	1	1	0	3	3	3	0.6	2	2	2	2	2	2	3	2	8	3	2
ENSG00000007866	7	6	12	24	0	13	15	36	26	20	22	15	6	3	12	3	14	3	36	24	15	7	15	43	6	8	6	6	6
ENSG00000007923	6	10	9	7	5	12	10	8	7	8	6	9	14	4	6	8	9	2	7	6	15	5	9	8	9	8	9	7	8
ENSG00000007933	3	8	0.6	0.9	0	0.6	1	0	2	5	1	0.8	5	214	6	4	0	0.9	0	0.5	0	2	0.5	0.7	0	3	0	0.6	4
ENSG00000008056	0	4	1	0	0.5	0.5	0	0	0	0.7	0.7	2	0	0	0	0	0.7	0	1	0.5	0.6	0	0.5	0	0	0	1	0	0
ENSG00000008083	4	3	9	6	43	4	5	6	8	4	5	3	2	0.9	6	9	5	0.9	7	4	5	4	5	4	11	5	20	3	9
ENSG00000008086	1	1	0.8	2	0	1	0.6	2	2	1	1	1	3	0.5	3	0.5	3	0.5	2	3	1	0.8	0.5	1	0.8	2	3	2	0.7
ENSG00000008118	0	2	0	0	0	0	0	0.9	0	0	0	0	3	0	0	0	12	0	0	3	0	0	0	1	5	0	0.6	0	0
ENSG00000008128	0	0.6	1	0	3	0.5	1	0	0	0	0	0	0	0	0.5	1	0	0	0.5	0.6	0.5	0	1	0	1	0.5	0.5	0	0
ENSG00000008130	14	19	19	13	34	12	14	8	7	9	11	4	5	6	12	18	9	3	12	9	10	11	12	7	30	20	13	8	12
ENSG00000008196	0	4	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000008197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008226	0	0	0	0	0.7	0	0	0	0	10	0.7	0	0	0	2	0	0.5	0	0	0.7	0.5	0	0	0	0.5	0	11	0	0
ENSG00000008256	21	8	5	7	4	7	12	11	10	12	11	11	8	1	14	5	9	2	30	7	6	4	13	9	7	7	18	18	4
ENSG00000008277	0.9	7	0.5	0.8	0	1	0	2	0.7	1	1	0.6	2	0	0.8	2	3	0	0	6	1	0	0.6	3	1	0.5	0.9	2	0.6
